202089,Luis Ricardo Mejia Cajar,GK
203030,Robin Knoche,CB
208165,Berat Djimsiti,CB
212204,Brandon Mechele,CB
213629,Erick Antonio Pulgar Farfan,"CDM, CM"
213899,Eder Fabian Alvarez Balanta,"CDM, CB, CM"
219814,Sean Klaiber,RB
224003,Sergio Herrera Piron,GK
224396,Yeimar Pastor Gomez Andrade,CB
225659,Guido Rodriguez,"CDM, CM"
226537,Vincent Janssen,ST
190120,Karl-Johan Anton Johnsson,GK
190324,Christian Kabasele,CB
190734,Giorgi Makaridze,GK
190778,Jeroen Zoet,GK
199745,Erik Sviatchenko,CB
200054,Pedro Mba Obiang Avomo,"CDM, CM"
200353,Bakary Adama Soumaoro,CB
201939,Cristiano Piccini,RB
203903,Lucas Andersen,"LW, ST"
205346,Ryan Fredericks,RB
205402,Jean-Paul Boetius,CAM
205431,Niclas Fullkrug,ST
205855,Marko Livaja,"ST, CF, LW"
206591,Mitchell Weiser,"RB, RM"
207537,Jordan Zacharie Lukaku Menama Mokelenge,"LM, LB"
208451,Robin Quaison,"ST, LM, CAM"
209523,Derlis Alberto Gonzalez Galeano,"LM, RM, ST"
209981,Yassine Bounou,GK
210679,Paulo Andre Rodrigues de Oliveira,CB
211368,Armindo Tue Na Bangna,LM
211454,Mohamed Naser Elsayed Elneny,"CDM, CM"
212678,Ludwig Augustinsson,"LB, LWB, LM"
212722,DeAndre Yedlin,"RWB, RB"
215616,David Jason Remeseiro Salgueiro,RM
216158,Silvan Dominic Widmer,RB
217870,Giovanni Di Lorenzo,"RB, RM"
218066,Mbwana Ally Samatta,ST
219862,Miguel Angel Borja Hernandez,ST
221201,Tim Leibold,"LB, LM"
223058,Daler Kuzyaev,"CM, CDM, RM"
226045,Jesus Daniel Gallardo Vasconcelos,"LM, LW, LB"
226377,Gonzalo Nicolas Martinez,"CAM, CF, RW"
228236,Simon Desire Sylvanus Deli,CB
230967,Brian Avelino Lozano Aparicio,"LM, RM"
134744,Atiba Hutchinson,"CDM, CM"
142902,Andriy Pyatov,GK
143699,Gokhan Gonul,RB
